,Date,Government Agency,Fund,Contractor,Procurement Method,Jamaican Equivalent,Funding Agency
4227,2006-09-13,Jamaica Constabulary Force,GOJ,MARVELFAIRS CARIBBEAN LIMITED,SURREY PAVING & AGGREGATE CO. LTD,15515000.0,GOJ Funding
4228,2006-09-06,Urban Development Corporation (UDC),GOJ,RONHAM & ASSOCIATES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,19526355.0,GOJ Funding
4229,2006-09-06,Ministry of Local Government & Environment,GOJ,KEY MOTORS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,57061104.93,GOJ Funding
4230,2006-09-06,Ministry of Local Government & Environment,GOJ,J.R. WELLINGTON IMPORT EXPORT CORPORATION LIMITED,SURREY PAVING & AGGREGATE CO. LTD,34582001.43,GOJ Funding
4231,2006-09-06,Ministry of Local Government & Environment,GOJ,IAN K (AGENCIES) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,50084034.36,GOJ Funding
4232,2006-09-06,Ministry of Local Government & Environment,GOJ,IAN K (AGENCIES) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,14028550.14,GOJ Funding
4233,2006-09-06,Ministry of Local Government & Environment,GOJ,IAN K (AGENCIES) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,13754427.68,GOJ Funding
4234,2006-09-06,Ministry of Local Government & Environment,GOJ,IAN K (AGENCIES) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,120802085.9,GOJ Funding
4235,2006-09-06,Ministry of Local Government & Environment,GOJ,VEHICLES & SUPPLIES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,6371466.48,GOJ Funding
4236,2006-09-06,Ministry of Local Government & Environment,GOJ,VEHICLES & SUPPLIES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,23340926.96,GOJ Funding
4237,2006-09-06,Ministry of Local Government & Environment,GOJ,VEHICLES & SUPPLIES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,717811504.2,GOJ Funding
4238,2006-09-06,Ministry of Health,GOJ,CARI-MED LIMITED,SURREY PAVING & AGGREGATE CO. LTD,6635520.0,GOJ Funding
4239,2006-09-06,"University of Technology, Jamaica",GOJ,ISLAND WOODS & DEVELOPMENT LIMITED,SURREY PAVING & AGGREGATE CO. LTD,22260939.0,GOJ Funding
4240,2006-09-06,Port Authority of Jamaica,GOJ,XDL (USA) INC,SURREY PAVING & AGGREGATE CO. LTD,4531037.72,GOJ Funding
4241,2006-09-06,National Works Agency,GOJ,SURREY PAVING & AGGREGATE CO. LTD,SURREY PAVING & AGGREGATE CO. LTD,15948423.15,GOJ Funding
4242,2006-09-06,Edna Manley School of the Visual and Performing Ar,GOJ,RANGER PROTECTION AND SECURITY COMPANY LIMITED,SURREY PAVING & AGGREGATE CO. LTD,15831270.0,GOJ Funding
4243,2006-09-06,"Culture, Health, Arts, Sports & Education (CHASE)",GOJ,SEALAND ELECTRICAL SALES & SERVICES CO. LTD,SURREY PAVING & AGGREGATE CO. LTD,6909615.0,GOJ Funding
4244,2006-09-06,Ministry of Education and Youth,GOJ,CAPITAL AND CREDIT MERCHANT BANK LTD,SURREY PAVING & AGGREGATE CO. LTD,8728000.0,GOJ Funding
4245,2006-09-06,Ministry of Health,GOJ,SCIENTIFIC & MEDICAL SUPPLIES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,4637350.0,GOJ Funding
4246,2006-09-06,Jamaica Library Service,GOJ,RONHAM & ASSOCIATES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,4164862.0,GOJ Funding
4247,2006-09-06,Regional Health Authorities,GOJ,G.M. & ASSOCIATES LTD.,SURREY PAVING & AGGREGATE CO. LTD,32828565.0,GOJ Funding
4248,2006-09-06,National Works Agency,GOJ,PAVEMENT & STRUCTURES LTD.,SURREY PAVING & AGGREGATE CO. LTD,15000000.0,GOJ Funding
4249,2006-09-06,National Works Agency,GOJ,DWIGHT'S CONSTRUCTION LTD.,SURREY PAVING & AGGREGATE CO. LTD,36244259.1,GOJ Funding
4250,2006-09-06,National Works Agency,GOJ,SURREY PAVING & AGGREGATE CO. LTD,SURREY PAVING & AGGREGATE CO. LTD,24796906.55,GOJ Funding
4251,2006-09-06,National Works Agency,GOJ,BUILD RITE CONSTRUCTION CO.LTD.,SURREY PAVING & AGGREGATE CO. LTD,35960155.88,GOJ Funding
4252,2006-09-06,National Works Agency,GOJ,ALCAR CONSTRUCTION & HAULAGE CO. LTD.,SURREY PAVING & AGGREGATE CO. LTD,16410126.97,GOJ Funding
4253,2006-08-30,Ministry of Education and Youth,GOJ,KOCI MARKET RESEARCH & DATA MINING SERVICES,SURREY PAVING & AGGREGATE CO. LTD,9123400.0,GOJ Funding
4254,2006-08-30,Jamaica Promotions Corporation (JAMPRO),GOJ,ALLIED INSURANCE BROKERS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,4089290.0,GOJ Funding
4255,2006-08-30,HIV/AIDS Prevention and Control Project,GOJ,MEDIA NET LIMITED,SURREY PAVING & AGGREGATE CO. LTD,10404720.63,GOJ Funding
4256,2006-08-30,National Works Agency,GOJ,ROYALE OCEAN SHIPPING CO. LTD.,SURREY PAVING & AGGREGATE CO. LTD,28648340.0,GOJ Funding
4257,2006-08-23,Ministry of Education and Youth,GOJ,XYZ CONSTRUCTION LIMITED,SURREY PAVING & AGGREGATE CO. LTD,6670570.0,GOJ Funding
4258,2006-08-23,Ministry of Education and Youth,GOJ,BARR'S CONSTRUCTION SERVICES,SURREY PAVING & AGGREGATE CO. LTD,4100306.5,GOJ Funding
4259,2006-08-23,NMIA Airports Limited,GOJ,RELIABLE ENGINEERS LTD.,SURREY PAVING & AGGREGATE CO. LTD,184408187.0,GOJ Funding
4260,2006-08-23,National Health Fund,GOJ,PRISM COMMUNICATIONS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,14237587.0,GOJ Funding
4261,2006-08-23,Ministry of Education and Youth,GOJ,SOUTH'S WOODCRAFT & CONSTRUCTION,SURREY PAVING & AGGREGATE CO. LTD,4680257.1,GOJ Funding
4262,2006-08-23,Ministry of Education and Youth,GOJ,CARLONG PUBLISHERS (CARIBBEAN) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,185376000.0,GOJ Funding
4263,2006-08-23,Ministry of Education and Youth,GOJ,MID-ISLAND EDUCATORS,SURREY PAVING & AGGREGATE CO. LTD,53820000.0,GOJ Funding
4264,2006-08-23,Jamaica Social Investment Fund,GOJ,FUJITSU TRANSACTION SOLUTIONS (JA) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,4558814.0,GOJ Funding
4265,2006-08-23,National Works Agency,GOJ,D. R. FOOTE CONSTRUCTION CO. LTD.,SURREY PAVING & AGGREGATE CO. LTD,7432936.0,GOJ Funding
4266,2006-08-23,Jamaica Social Investment Fund,GOJ,ALCAR CONSTRUCTION & HAULAGE CO. LTD.,SURREY PAVING & AGGREGATE CO. LTD,5462300.0,GOJ Funding
4267,2006-08-23,Jamaica Social Investment Fund,GOJ,EASTERN SAINT THOMAS CONSTRUCTION CO. Ltd.,SURREY PAVING & AGGREGATE CO. LTD,9631570.0,GOJ Funding
4268,2006-08-23,Jamaica Social Investment Fund,GOJ,CONTRAXX ENTERPRISES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,14959634.0,GOJ Funding
4269,2006-08-16,E-Learning Jamaica Company Ltd.,GOJ,DELL WORLD TRADE CORPORATION,SURREY PAVING & AGGREGATE CO. LTD,745891916.4,GOJ Funding
4270,2006-08-16,E-Learning Jamaica Company Ltd.,GOJ,EHC Industries Limited,SURREY PAVING & AGGREGATE CO. LTD,49910885.13,GOJ Funding
4271,2006-08-16,National Works Agency,GOJ,CONSTRUCTION SOLUTIONS LTD.,SURREY PAVING & AGGREGATE CO. LTD,33846552.38,GOJ Funding
4272,2006-08-16,Port Authority of Jamaica,GOJ,E PIHL & SONS A.S.,SURREY PAVING & AGGREGATE CO. LTD,2460357399.0,GOJ Funding
4273,2006-08-16,E-Learning Jamaica Company Ltd.,GOJ,ILLUMINAT (JAMAICA) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,154976550.5,GOJ Funding
4274,2006-08-16,E-Learning Jamaica Company Ltd.,GOJ,DELL WORLD TRADE CORPORATION,SURREY PAVING & AGGREGATE CO. LTD,960903488.6,GOJ Funding
4275,2006-08-16,"Ministry of Industry, Technology, Energy and Commerce",GOJ,ILLUMINAT (JAMAICA) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,28091768.76,GOJ Funding
4276,2006-08-16,Port Authority of Jamaica,GOJ,JAMAICA INDUSTRIAL EQUIPMENT CO. LIMITED,SURREY PAVING & AGGREGATE CO. LTD,22800000.0,GOJ Funding
4277,2006-08-16,National Works Agency,GOJ,MICROSURFACING LTD.,SURREY PAVING & AGGREGATE CO. LTD,12220000.0,GOJ Funding
4278,2006-08-09,Health Corporation Ltd.,GOJ,RANBAXY LABORATORIES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,40410421.5,GOJ Funding
4279,2006-08-09,Health Corporation Ltd.,GOJ,REMEDICA LIMITED,SURREY PAVING & AGGREGATE CO. LTD,36991125.0,GOJ Funding
4280,2006-08-09,Health Corporation Ltd.,GOJ,ELI LILLY EXPORT S.A. (PUERTO RICO BRANCH),SURREY PAVING & AGGREGATE CO. LTD,34318725.0,GOJ Funding
4281,2006-08-09,Health Corporation Ltd.,GOJ,ABBOTT LABORATORIES,SURREY PAVING & AGGREGATE CO. LTD,25766671.65,GOJ Funding
4282,2006-08-09,Health Corporation Ltd.,GOJ,INTER-COMMERCIAL DISTRIBUTORS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,19780148.5,GOJ Funding
4283,2006-08-09,Health Corporation Ltd.,GOJ,LASCELLES LABORATORIES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,15922919.0,GOJ Funding
4284,2006-08-09,Health Corporation Ltd.,GOJ,SCHERING LAS AMERICAS S.A.,SURREY PAVING & AGGREGATE CO. LTD,15698712.5,GOJ Funding
4285,2006-08-09,Health Corporation Ltd.,GOJ,MEDI-GRACE LIMITED,SURREY PAVING & AGGREGATE CO. LTD,15087564.75,GOJ Funding
4286,2006-08-09,Health Corporation Ltd.,GOJ,DR. REDDY'S LABORATORIES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,13937090.0,GOJ Funding
4287,2006-08-09,Health Corporation Ltd.,GOJ,JANSSEN CILAG,SURREY PAVING & AGGREGATE CO. LTD,12727960.0,GOJ Funding
4288,2006-08-09,Health Corporation Ltd.,GOJ,NICHOLAS PIRAMAL INDIA LTD.,SURREY PAVING & AGGREGATE CO. LTD,11161200.0,GOJ Funding
4289,2006-08-09,Health Corporation Ltd.,GOJ,MAC'S PHARMACEUTICALS & COSMETICS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,10302626.0,GOJ Funding
4290,2006-08-09,Health Corporation Ltd.,GOJ,TORRENT PHARMACEUTICALS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,7023303.0,GOJ Funding
4291,2006-08-09,Health Corporation Ltd.,GOJ,SANDOZ LIMITED,SURREY PAVING & AGGREGATE CO. LTD,42843877.5,GOJ Funding
4292,2006-08-09,Health Corporation Ltd.,GOJ,TS PHARM INC.,SURREY PAVING & AGGREGATE CO. LTD,47488613.5,GOJ Funding
4293,2006-08-09,National Water Commission,GOJ,ATLAS PROTECTION LIMITED,SURREY PAVING & AGGREGATE CO. LTD,8818419.0,GOJ Funding
4294,2006-08-09,National Water Commission,GOJ,INTREPID SECURITY SERVICES,SURREY PAVING & AGGREGATE CO. LTD,13378770.0,GOJ Funding
4295,2006-08-09,National Water Commission,GOJ,CORPORATE LOGISTICS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,9193996.0,GOJ Funding
4296,2006-08-09,National Water Commission,GOJ,D.L.C. INTERNATIONAL SECURITY LIMITED,SURREY PAVING & AGGREGATE CO. LTD,13243378.0,GOJ Funding
4297,2006-08-09,Health Corporation Ltd.,GOJ,FACEY COMMODITY COMPANY LIMITED,SURREY PAVING & AGGREGATE CO. LTD,121906240.0,GOJ Funding
4298,2006-08-09,Health Corporation Ltd.,GOJ,H.D. HOPWOOD & COMPANY LIMITED,SURREY PAVING & AGGREGATE CO. LTD,101400614.2,GOJ Funding
4299,2006-08-09,Health Corporation Ltd.,GOJ,MASTERS INTERNATIONAL (UK) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,85635444.73,GOJ Funding
4300,2006-08-09,Health Corporation Ltd.,GOJ,LASCO DISTRIBUTORS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,74592330.1,GOJ Funding
4301,2006-08-09,Health Corporation Ltd.,GOJ,BAXTER SALES & DISTRIBUTION CORPORATION,SURREY PAVING & AGGREGATE CO. LTD,67178765.0,GOJ Funding
4302,2006-08-09,Health Corporation Ltd.,GOJ,APOTEX INCORPORATED,SURREY PAVING & AGGREGATE CO. LTD,61160130.47,GOJ Funding
4303,2006-08-09,Health Corporation Ltd.,GOJ,MEDIMPEX WEST INDIES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,52927930.0,GOJ Funding
4304,2006-08-09,Health Corporation Ltd.,GOJ,GLAXOSMITHKLINE CARIBBEAN LIMITED,SURREY PAVING & AGGREGATE CO. LTD,49316980.5,GOJ Funding
4305,2006-08-09,National Water Commission,GOJ,ALPHA SECURITY SERVICES (1984) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,37306488.3,GOJ Funding
4306,2006-08-09,Health Corporation Ltd.,GOJ,CARLISLE LABORATORIES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,6770247.02,GOJ Funding
4307,2006-08-09,Health Corporation Ltd.,GOJ,SHANDONG PROTOS,SURREY PAVING & AGGREGATE CO. LTD,7362855.0,GOJ Funding
4308,2006-08-09,Health Corporation Ltd.,GOJ,KMM MARKETING COMPANY,SURREY PAVING & AGGREGATE CO. LTD,12310646.4,GOJ Funding
4309,2006-08-09,Health Corporation Ltd.,GOJ,LASCO DISTRIBUTORS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,10096301.0,GOJ Funding
4310,2006-08-09,Health Corporation Ltd.,GOJ,WRP ASIA PACIFIC SDN,SURREY PAVING & AGGREGATE CO. LTD,8246122.5,GOJ Funding
4311,2006-08-09,Health Corporation Ltd.,GOJ,SCIENTIFIC SUPPLIES & TECHNOLOGY,SURREY PAVING & AGGREGATE CO. LTD,7938796.5,GOJ Funding
4312,2006-08-09,Health Corporation Ltd.,GOJ,A.A. LAQUIS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,7364689.0,GOJ Funding
4313,2006-08-09,Health Corporation Ltd.,GOJ,DISPOSABLES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,7169924.75,GOJ Funding
4314,2006-08-09,Health Corporation Ltd.,GOJ,SO-MED DISTRIBUTORS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,5842600.0,GOJ Funding
4315,2006-08-09,Health Corporation Ltd.,GOJ,RENAL DYNAMICS LLC,SURREY PAVING & AGGREGATE CO. LTD,5281920.0,GOJ Funding
4316,2006-08-09,National Housing Trust,GOJ,T.B. & D.F. CONTRACTORS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,15485500.0,GOJ Funding
4317,2006-08-09,Jamaica Defence Force,GOJ,OMNI INDUSTRIES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,15986228.0,GOJ Funding
4318,2006-08-09,Jamaica Urban Transit Co. Ltd.,GOJ,L.P. AZAR LIMITED,SURREY PAVING & AGGREGATE CO. LTD,16236050.0,GOJ Funding
4319,2006-08-09,Health Corporation Ltd.,GOJ,SHANGHAI MEDICINES & HEALTH PRODUCTS,SURREY PAVING & AGGREGATE CO. LTD,12924993.82,GOJ Funding
4320,2006-08-09,Health Corporation Ltd.,GOJ,TROGE MEDICAL GMBH,SURREY PAVING & AGGREGATE CO. LTD,13629174.5,GOJ Funding
4321,2006-08-09,Health Corporation Ltd.,GOJ,RFB LATEX LTD,SURREY PAVING & AGGREGATE CO. LTD,14077587.5,GOJ Funding
4322,2006-08-09,Health Corporation Ltd.,GOJ,DISPOSABLES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,6498582.5,GOJ Funding
4323,2006-08-09,Health Corporation Ltd.,GOJ,HALEWOOD CHEMICALS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,6306559.42,GOJ Funding
4324,2006-08-09,Health Corporation Ltd.,GOJ,BRISTOL-MYERS SQUIBB,SURREY PAVING & AGGREGATE CO. LTD,6282760.0,GOJ Funding
4325,2006-08-09,Health Corporation Ltd.,GOJ,SUPREME CHEMICALS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,5909672.0,GOJ Funding
4326,2006-08-09,Health Corporation Ltd.,GOJ,RENAL DYNAMICS LLC,SURREY PAVING & AGGREGATE CO. LTD,5384100.0,GOJ Funding
4327,2006-08-09,Health Corporation Ltd.,GOJ,NOVOCOL PHARMACEUTICAL OF CANADA,SURREY PAVING & AGGREGATE CO. LTD,4028250.0,GOJ Funding
4328,2006-08-09,Health Corporation Ltd.,GOJ,MEDICAL PRODUCTS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,32357000.0,GOJ Funding
4329,2006-08-09,Health Corporation Ltd.,GOJ,WINWIN IMPORT & EXPORT,SURREY PAVING & AGGREGATE CO. LTD,16533164.16,GOJ Funding
4330,2006-08-09,Health Corporation Ltd.,GOJ,SHANGHAI CHANGJUN IMPORT,SURREY PAVING & AGGREGATE CO. LTD,29973848.0,GOJ Funding
4331,2006-08-09,Health Corporation Ltd.,GOJ,CARI-MED LIMITED,SURREY PAVING & AGGREGATE CO. LTD,22019659.0,GOJ Funding
4332,2006-08-09,Health Corporation Ltd.,GOJ,3M INTERAMERICA INC.,SURREY PAVING & AGGREGATE CO. LTD,19811942.2,GOJ Funding
4333,2006-08-09,Health Corporation Ltd.,GOJ,PHARMACO INDUSTRIES LTD.,SURREY PAVING & AGGREGATE CO. LTD,18515107.7,GOJ Funding
4334,2006-08-02,National Housing Trust,GOJ,GENERAL CONSTRUCTION DEVELOPERS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,29599019.76,GOJ Funding
4335,2006-08-02,National Housing Trust,GOJ,LATMAR ENTERPRISE LIMITED,SURREY PAVING & AGGREGATE CO. LTD,10235847.44,GOJ Funding
4336,2006-08-02,National Housing Trust,GOJ,LATMAR ENTERPRISE LIMITED,SURREY PAVING & AGGREGATE CO. LTD,11977246.6,GOJ Funding
4337,2006-08-02,National Housing Trust,GOJ,LATMAR ENTERPRISE LIMITED,SURREY PAVING & AGGREGATE CO. LTD,5472727.0,GOJ Funding
4338,2006-08-02,National Housing Trust,GOJ,MAXWELL CONSTRUCTION COMPANY LTD,SURREY PAVING & AGGREGATE CO. LTD,4571250.0,GOJ Funding
4339,2006-08-02,National Housing Trust,GOJ,AREL LTD.,SURREY PAVING & AGGREGATE CO. LTD,4747912.93,GOJ Funding
4340,2006-08-02,HEART Trust/National Training Agency,GOJ,KINGSTON INDUSTRIAL GARAGE LIMITED,SURREY PAVING & AGGREGATE CO. LTD,6190384.26,GOJ Funding
4341,2006-08-02,Ministry of Education and Youth,GOJ,ANOTHER STAR IS BORN CONSTRUCTION LTD,SURREY PAVING & AGGREGATE CO. LTD,7247526.92,GOJ Funding
4342,2006-08-02,Western Regional Health Authority,GOJ,DATELINE TRADING JAMAICA LIMITED,SURREY PAVING & AGGREGATE CO. LTD,21600000.0,GOJ Funding
4343,2006-08-02,National Housing Trust,GOJ,D. R. FOOTE CONSTRUCTION CO. LTD.,SURREY PAVING & AGGREGATE CO. LTD,3080757.6,GOJ Funding
4344,2006-08-02,Ministry of Justice,GOJ,HAROLD MORRISON & ROBERT WOODSTOCK ASSOC.,SURREY PAVING & AGGREGATE CO. LTD,7950000.0,GOJ Funding
4345,2006-08-02,National Export-Import Bank of Jamaica Ltd.,GOJ,LIFE OF JAMAICA,SURREY PAVING & AGGREGATE CO. LTD,3993933.0,GOJ Funding
4346,2006-08-02,National Export-Import Bank of Jamaica Ltd.,GOJ,GUARDIAN LIFE,SURREY PAVING & AGGREGATE CO. LTD,569628.0,GOJ Funding
4347,2006-08-02,National Water Commission,GOJ,ARIMA ENGINEERING LTD,SURREY PAVING & AGGREGATE CO. LTD,18411595.95,GOJ Funding
4348,2006-08-02,National Water Commission,GOJ,M & M JAMAICA LTD.,SURREY PAVING & AGGREGATE CO. LTD,21895546.0,GOJ Funding
4349,2006-08-02,South East Regional Health Authority,GOJ,BUNKER SECURITY & PROTECTION LIMITED,SURREY PAVING & AGGREGATE CO. LTD,77552618.0,GOJ Funding
4350,2006-07-26,Heart Trust/National Training Agency,GOJ,BUSINESS MANAGEMENT LIMITED,SURREY PAVING & AGGREGATE CO. LTD,6673271.63,GOJ Funding
4351,2006-07-26,Jamaica Library Service,GOJ,FUJITSU TRANSACTION SOLUTIONS (JA) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,11894077.86,GOJ Funding
4352,2006-07-26,National Works Agency,GOJ,ASPHALTIC CONCRETE ENTERPRISE LIMITED,SURREY PAVING & AGGREGATE CO. LTD,6856616.25,GOJ Funding
4353,2006-07-26,Office of the Cabinet (Public Sector Reform Unit),GOJ,ATOS CONSULTING LTD.,SURREY PAVING & AGGREGATE CO. LTD,102227905.0,GOJ Funding
4354,2006-07-26,Fiscal Services Limited,GOJ,SEAL SPRAYED SOLUTIONS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,7572348.0,GOJ Funding
4355,2006-07-26,Aeronautical Telecommunication Limited,GOJ,COOL CORPORATION LTD,SURREY PAVING & AGGREGATE CO. LTD,15120000.0,GOJ Funding
4356,2006-07-26,Aeronautical Telecommunication Limited,GOJ,NATIONWIDE NEWS NETWORK,SURREY PAVING & AGGREGATE CO. LTD,2990353.8,GOJ Funding
4357,2006-07-26,Aeronautical Telecommunication Limited,GOJ,NATIONWIDE NEWS NETWORK,SURREY PAVING & AGGREGATE CO. LTD,11534221.0,GOJ Funding
4358,2006-07-26,Aeronautical Telecommunication Limited,GOJ,NATIONWIDE NEWS NETWORK,SURREY PAVING & AGGREGATE CO. LTD,407542480.0,GOJ Funding
4359,2006-07-26,National Works Agency,GOJ,A.S. EDWARDS & ASSOCIATES LIMITED,SURREY PAVING & AGGREGATE CO. LTD,17822000.0,GOJ Funding
4360,2006-07-26,Ministry of Education and Youth,GOJ,KSA ENGINEERING CONSULTANTS LTD,SURREY PAVING & AGGREGATE CO. LTD,28667563.36,GOJ Funding
4361,2006-07-26,Ministry of Education and Youth,GOJ,DONALDSON'S ENGINEERING LIMITED,SURREY PAVING & AGGREGATE CO. LTD,27105221.02,GOJ Funding
4362,2006-07-26,Ministry of Education and Youth,GOJ,INDUSTRIAL & TECHNICAL SUPPLES (JA.) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,47887776.17,GOJ Funding
4363,2006-07-26,Ministry of Education and Youth,GOJ,J & J DABDOUB LIMITED,SURREY PAVING & AGGREGATE CO. LTD,7655000.0,GOJ Funding
4364,2006-07-26,Ministry of Education and Youth,GOJ,BARNETT METAL & FABRICATION LIMITED,SURREY PAVING & AGGREGATE CO. LTD,24475000.0,GOJ Funding
4365,2006-07-26,Ministry of Education and Youth,GOJ,RAYTON ELECTRIC COMMERCIAL EQUIPMENT,SURREY PAVING & AGGREGATE CO. LTD,30774803.51,GOJ Funding
4366,2006-07-26,Ministry of Education and Youth,GOJ,J & J DABDOUB LIMITED,SURREY PAVING & AGGREGATE CO. LTD,14250000.0,GOJ Funding
4367,2006-07-26,HIV/AIDS Prevention and Control Project,GOJ,IBM WORLD TRADE CORPORATION,SURREY PAVING & AGGREGATE CO. LTD,4032260.46,GOJ Funding
4368,2006-07-20,National Road Operating and Constructing Co. Ltd. (NROC),GOJ,M & M Jamaica Limited,SURREY PAVING & AGGREGATE CO. LTD,12951161.0,GOJ Funding
4369,2006-07-19,Office of the Cabinet (Public Sector Reform Unit),GOJ,CANADIAN BAR ASSOCIATION,SURREY PAVING & AGGREGATE CO. LTD,55874230.51,GOJ Funding
4370,2006-07-19,National Export-Import Bank of Jamaica Limited (EX-IM),GOJ,BUSINESS MANAGEMENT LIMITED,SURREY PAVING & AGGREGATE CO. LTD,4425070.78,GOJ Funding
4371,2006-07-19,HIV-AIDS Prevention and Control Project,GOJ,INDUSTRIAL & TECHNICAL SUPPLES (JA.) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,4086549.72,GOJ Funding
4372,2006-07-19,HIV-AIDS Prevention and Control Project,GOJ,POLYNOR,SURREY PAVING & AGGREGATE CO. LTD,4229590.75,GOJ Funding
4373,2006-07-19,HIV-AIDS Prevention and Control Project,GOJ,JOHS GRAM-HANSSEN A/S,SURREY PAVING & AGGREGATE CO. LTD,7004172.58,GOJ Funding
4374,2006-07-19,Ministry of Local Government & Environment,GOJ,PHILLIP ALLISON,SURREY PAVING & AGGREGATE CO. LTD,7559500.0,GOJ Funding
4375,2006-07-19,Ministry of Local Government & Environment,GOJ,PHILLIP ALLISON,SURREY PAVING & AGGREGATE CO. LTD,8066750.0,GOJ Funding
4376,2006-07-19,Jamaica Urban Transit Company Ltd.,GOJ,L.P. AZAR LIMITED,SURREY PAVING & AGGREGATE CO. LTD,5455000.0,GOJ Funding
4377,2006-07-19,Ministry of Local Government & Environment,GOJ,"ROSENBAUER AMERICA, LLC",SURREY PAVING & AGGREGATE CO. LTD,535192247.5,GOJ Funding
4378,2006-07-19,Ministry of Justice,GOJ,ILLUMINAT (JAMAICA) LIMITED,SURREY PAVING & AGGREGATE CO. LTD,27865588.51,GOJ Funding
4379,2006-07-19,Registrar General's Department,GOJ,ATLAS SECURITY,SURREY PAVING & AGGREGATE CO. LTD,18497700.0,GOJ Funding
4380,2006-07-19,National Water Commission,GOJ,SOGEA SATOM,SURREY PAVING & AGGREGATE CO. LTD,883977782.6,GOJ Funding
4381,2006-07-19,National Water Commission,GOJ,SOGEA SATOM,SURREY PAVING & AGGREGATE CO. LTD,541296342.4,GOJ Funding
4382,2006-07-19,Urban Development Corporation (UDC),GOJ,PORTLAND GENERAL CONTRACTORS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,12132207.36,GOJ Funding
4383,2006-07-12,Rural Water Supply Ltd.,GOJ,FREDRICK RODRIQUES & ASSOCIATES LTD.,SURREY PAVING & AGGREGATE CO. LTD,14200816.0,GOJ Funding
4384,2006-07-12,National Water Commission,GOJ,SUN ISLAND JAMAICA LIMITED,SURREY PAVING & AGGREGATE CO. LTD,5574839.2,GOJ Funding
4385,2006-07-12,National Water Commission,GOJ,L.P. AZAR LIMITED,SURREY PAVING & AGGREGATE CO. LTD,3710545.0,GOJ Funding
4386,2006-07-12,National Water Commission,GOJ,FABRIC CONSULTANTS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,6936835.5,GOJ Funding
4387,2006-07-12,National Water Commission,GOJ,CAROMAX LIMITED,SURREY PAVING & AGGREGATE CO. LTD,10119923.5,GOJ Funding
4388,2006-07-12,The Jamaica HIV/AIDS Prevention and Control Project,GOJ,EAGLE CONSTRUCTION LIMITED,SURREY PAVING & AGGREGATE CO. LTD,11250495.32,GOJ Funding
4389,2006-07-12,"Agricultural Support Services Project, Ministry of Agriculture",GOJ,HOOD-DANIEL WELL COMPANY LIMITED,SURREY PAVING & AGGREGATE CO. LTD,7471001.38,GOJ Funding
4390,2006-07-12,North East Regional Health Authority,GOJ,JATLIN CONSTRUCTION & ASSOCIATES LTD.,SURREY PAVING & AGGREGATE CO. LTD,69737640.6,GOJ Funding
4391,2006-07-12,Jamaica Social Investment Fund,GOJ,CONTRAXX ENTERPRISE LIMITED,SURREY PAVING & AGGREGATE CO. LTD,8709966.0,GOJ Funding
